accuracy,loss,t-loss
0.71094,3.82013,0.04703
0.62500,3.43402,0.03022
0.55469,5.59730,0.08412
0.62500,3.21554,0.99186
0.60938,4.16225,0.31783
0.60938,3.06816,0.18236
0.60938,3.37983,0.13835
0.67188,2.36720,0.01595
0.65625,3.18304,0.07234
0.60156,4.58203,0.01550
0.65625,2.64618,0.01470
0.57812,4.39059,0.00802
0.68750,2.55119,0.01021
0.56250,4.76332,0.19565
0.64062,3.20878,0.01709
0.60156,2.64483,0.14093
0.65625,3.56064,0.09093
0.65625,3.67274,0.12041
0.67188,3.64804,0.04483
0.64062,2.72672,0.06408
0.63281,4.30287,0.11169
0.63281,4.51835,0.00673
0.65625,3.47178,0.00245
0.57812,5.81160,0.20965
0.64844,4.33233,0.04977
0.53125,6.18077,0.06984
0.67188,4.24776,0.07053
0.67969,3.09674,0.01979
0.64844,3.47657,0.00169
0.60156,3.25308,0.14675
0.52344,3.46391,1.70079
0.63281,2.81991,0.18377
0.64062,2.87749,0.04907
0.70312,2.59835,0.06344
0.66406,3.23937,0.03846
0.60938,3.27165,0.10846
0.61719,3.17811,0.07592
0.33594,4.72645,1.86259
0.50000,4.00118,0.69408
0.65625,2.72365,0.26209
0.67969,3.61835,0.08974
0.64062,3.48481,0.53365
0.65625,1.97614,0.09931
0.60156,2.62146,0.22696
0.64844,2.27053,0.07168
0.60938,3.27552,0.08726
0.62500,3.23426,0.05397
0.60156,4.08992,0.01578
0.71875,3.77529,0.08365
0.60938,4.43152,0.07339
0.64062,3.55095,0.09684
0.67188,3.99251,0.17364
0.68750,3.07543,0.01319
0.63281,3.82708,0.00279
0.71875,1.96896,0.14714
0.60938,4.68964,0.00825
0.64844,4.58886,0.13717
0.67969,3.53143,0.00676
0.68750,5.03317,0.00655
0.62500,5.01741,0.13436
